Sentence,Category
"2566,year ENDED DECEMBER interest rate benchmark hedge future cash flow base change require IBOR reform purpose determine hedge future cash flow expect occur Group deem hedging reserve recognise OCI hedge relationship base alternative benchmark rate hedge future cash flow base",None
"2567,cash flow hedge effective portion change fair value derivative qualify hedge instrument designate qualified cash flow hedge recognise comprehensive income",None
"2568,Group designate change fair value spot element interest rate swap hedge instrument cash flow hedge relationship",None
"2569,change fair value forward element interest rate swap recognise cash flow hedging reserve equity",None
"2570,hedged forecast transaction accumulate cash flow hedging reserve reclassify profit loss period period hedge expect future cash flow affect profit loss",None
"2571,hedge long meet criterion hedge accounting hedge instrument sell expire terminate exercise hedge accounting discontinue prospectively",None
"2572,hedge account cash flow hedge discontinue accumulate cash flow hedging reserve remain equity hedge transaction result recognition nonfinancial item include nonfinancial item cost initial recognition cash flow hedge reclassify profit loss period period hedge expect future cash flow affect profit loss",None
"2573,hedge future cash flow long expect occur accumulate cash flow hedging reserve immediately reclassify profit loss",None
"2574,d cash cash equivalent Cash cash equivalent comprise cash cash bank type current account save account fix account exceed month exclude cash bank use collateral highly liquid shortterm investment original maturity month",None
"2575,e Trade current receivable Trade current receivable state cost allowance expect credit loss",None
"2576,allowance expect credit loss disclose Note",None
"2577,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2578,year ENDED DECEMBER f Inventories Inventories comprise mobile phone sim card spare use repair service",None
"2579,inventory state low cost net realisable value",None
"2580,cost inventory calculate use weighted average method",None
"2581,cost comprise cost purchase cost conversion cost incur bring inventory present location condition",None
"2582,net realisable value estimate selling price ordinary course business estimate cost complete sale",None
"2583,allowance obsolescence decline value deteriorate change obsolete slowmoving inventory",None
"2584,g Investments Investments subsidiary associate joint venture Investments subsidiary separate financial statement Company investment associate joint venture consolidated separate financial statement account use equity method",None
"2585,investment fix deposit bank fix deposit bank classify current investment maturity month exceed year",None
"2586,h property plant equipment Recognition measurement asset Property state cost allowance impairment",None
"2587,plant equipment state cost accumulate depreciation allowance impairment loss",None
"2588,cost include expenditure directly attributable acquisition asset",None
"2589,cost selfconstructe asset include cost material direct labour cost directly attributable bring asset work condition intend use cost dismantle remove item restore site locate capitalise borrowing cost",None
"2590,purchase software integral functionality relate equipment capitalise equipment",None
"2591,item property plant equipment different useful life account separate item major component property plant equipment",None
"2592,gain loss disposal item property plant equipment determine compare proceed disposal carrying property plant equipment recognise net statement profit loss",None
"2593,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2594,year ENDED DECEMBER Subsequent cost cost replace item property plant equipment recognise carrying item probable future economic benefit embody flow Group Company cost measure reliably",None
"2595,carrying replace derecognise",None
"2596,cost daytoday servicing property plant equipment recognise statement profit loss incur",None
"2597,Depreciation Depreciation calculate base depreciable cost plant equipment substitute cost residual value",None
"2598,depreciation recognise statement profit loss straightline basis estimate useful life component item property plant equipment",None
"2599,estimate useful life follow Buildings building improvement year leasehold building improvement year computer tool equipment year furniture fixture office equipment year vehicle year Group Company depreciation provide freehold land asset construction installation",None
"2600,depreciation method useful life residual value review financial yearend adjust appropriate",None
"2601,rightofuse asset Lease liability Group Company lessee Group Company assess contract contain lease inception contract",None
"2602,Group Company recognise rightofuse asset corresponding lease liability respect lease arrangement lease shortterm lease define lease lease term month lease low value asset",None
"2603,lease Group Company recognise lease payment operate expense straightline basis term lease systematic basis representative time pattern economic benefit lease asset consume",None
"2604,lease liability initially measure present value lease payment pay commencement date discount use rate implicit lease",None
"2605,rate readily determine Group Company use incremental borrowing rate",None
"2606,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2607,year ended DECEMBER Lease payment include measurement lease liability comprise fix lease payment include insubstance fix payment lease incentive receivable variable lease payment depend index rate initially measure use index rate commencement date expect payable lease residual value guarantee exercise price purchase option lease reasonably certain exercise",None
"2608,option payment penalty terminate lease lease term reflect exercise option terminate lease",None
"2609,lease liability present separate line consolidated statement financial position separate statement financial position",None
"2610,lease liability subsequently measure increase carrying reflect interest lease liability use effective interest method reduce carrying reflect lease payment",None
"2611,Group Company remeasure lease liability corresponding adjustment relate rightofuse asset lease term change significant event change circumstance result change assessment exercise purchase option case lease liability remeasure discount revise lease payment use revise discount rate",None
"2612,lease payment change change index rate change expect payment guarantee residual value case lease liability remeasure discount revise lease payment use unchanged discount rate lease payment change change yield interest rate case revise discount rate use",None
"2613,lease contract modify lease modification account separate lease case lease liability remeasure base lease term modify lease discount revise lease payment use revise discount rate effective date modification",None
"2614,rightofuse asset comprise initial measurement corresponding lease liability lease payment commencement day lease incentive receive initial direct cost",None
"2615,subsequently measure cost accumulate depreciation impairment loss",None
"2616,Group Company incur obligation cost dismantle remove lease asset restore site locate restore underlie asset condition require term condition lease provision recognise measure TAS",None
"2617,extent cost relate rightofuse asset cost include relate rightofuse asset cost incur produce inventory",None
"2618,rightofuse asset depreciate short period lease term useful life underlying asset",None
"2619,lease transfer ownership underlie asset cost rightofuse asset reflect Group Company expect exercise purchase option relate rightofuse depreciate useful life underlying asset",None
"2620,depreciation start commencement date lease",None
"2621,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2622,year ended DECEMBER Depreciation rightofuse asset calculate reference cost straightline basis short lease term follow Land Buildings year Spectrum Licenses year Leasehold tower year Equipment Telecom year Office Buildings year vehicle year rightofuse asset present separate line consolidated statement financial position separate statement financial position",None
"2623,Group Company apply TAS determine rightofuse asset impaired account identify impairment loss describe Property Plant Equipment policy",None
"2624,variable rent depend index rate include measurement lease liability rightofuse asset",None
"2625,related payment recognise expense period event condition trigger payment occur include line expense profit loss",None
"2626,practical expedient tfrs permit lessee separate nonlease component instead account lease associate nonlease component single arrangement",None
"2627,Group Company use practical expedient",None
"2628,Group lessor Group enter lease agreement lessor respect space equipment",None
"2629,lease Group lessor classify finance operating lease",None
"2630,term lease transfer substantially risk reward ownership lessee contract classify finance lease",None
"2631,lease classify operating lease",None
"2632,Group intermediate lessor account head lease sublease separate contract",None
"2633,sublease classify finance lease operating lease reference rightofuse asset arise head lease",None
"2634,rental income operate lease recognise straightline basis term relevant lease",None
"2635,initial direct cost incur negotiate arrange operating lease add carrying lease asset recognise straightline basis lease term",None
"2636,lessee finance lease recognise receivable Groups net investment lease",None
"2637,finance lease income allocate accounting period reflect constant periodic rate return Group net investment outstanding respect lease",None
"2638,contract include lease nonlease component Group apply tfrs allocate consideration contract component",None
"2639,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2640,year ENDED DECEMBER j intangible asset arise acquisition subsidiary include intangible asset",None
"2641,measurement goodwill initial recognition describe Note",None
"2642,subsequent initial recognition goodwill measure cost impairment loss",None
"2643,respect equityaccounte investee carrying goodwill include carrying investment impairment loss investment allocate asset include goodwill form carrying",None
"2644,spectrum license spectrum license represent value measure cash equivalent price base present value installment",None
"2645,difference total payment cash equivalent price recognise finance cost license fee payment period cost amortise start date license effective",None
"2646,intangible asset intangible asset consist customer relationship customer contract fibre optic license software license acquire Group Company finite useful life measure cost accumulate amortisation impairment loss",None
"2647,subsequent expenditure Subsequent expenditure capitalise increase future economic benefit embody specific asset relate",None
"2648,expenditure include expenditure internally generate goodwill brand recognise statement profit loss",None
"2649,Amortisation Amortisation base cost asset substitute cost residual value",None
"2650,amortisation recognise statement profit loss straightline basis estimate useful life intangible asset goodwill date available use closely reflect expect pattern consumption future economic benefit embody asset",None
"2651,estimate useful life follow Spectrum license license period Customer relationship year customer contract year fibre optic license remain agreement period license year Group Company amortisation provide asset installation",None
"2652,amortisation method useful life residual value review financial yearend adjust appropriate",None
"2653,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2654,year ENDED DECEMBER k asset deferred charge deferred charge represent international circuit cost motion picture production state cost accumulate amortisation impairment loss",None
"2655,Amortisation Amortisation base cost asset substitute cost residual value",None
"2656,amortisation recognise statement profit loss straightline basis estimate useful life intangible asset goodwill date available use closely reflect expect pattern consumption future economic benefit embody asset",None
"2657,estimate useful life follow international circuit agreement period Cost motion picture production agreement period l carrying asset review end reporting period determine indication impairment",None
"2658,indication exist asset recoverable estimate",None
"2659,goodwill intangible asset indefinite useful life available use recoverable estimate year time",None
"2660,impairment loss recognise carrying asset cashgenerating unit exceed recoverable",None
"2661,impairment loss recognise statement profit loss",None
"2662,calculation recoverable recoverable nonfinancial asset great asset value use fair value cost sell",None
"2663,assess value use estimate future cash flow discount present value use pretax discount rate reflect current market assessment time value money risk specific asset",None
"2664,asset generate cash inflow largely independent asset recoverable determine cashgenerate unit asset belong",None
"2665,reversal impairment impairment loss respect goodwill reverse",None
"2666,impairment loss respect financial asset reverse subsequent increase recoverable relate objectively event occur impairment loss recognise statement profit loss",None
"2667,impairment loss recognise prior period respect nonfinancial asset assess end reporting period indication loss decrease long exist",None
"2668,impairment loss reverse change estimate use determine recoverable",None
"2669,impairment loss reverse extent asset carry exceed carrying determine net depreciation amortisation impairment loss recognise",None
"2670,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2671,year ENDED DECEMBER m interestbeare liability interestbeare liability recognise initially fair value attributable transaction charge",None
"2672,subsequent initial recognition interestbeare liability state amortised cost difference cost redemption value recognise statement profit loss period borrowing effective interest basis",None
"2673,n Trade current payable Trade current payable state cost",None
"2674,o employee benefit Provident fund Group Company provident fund define contribution plan",None
"2675,fund asset provident fund separate Groups Companys asset manage license fund manager",None
"2676,provident fund receive cash contribution employee related Group company",None
"2677,contribution expenditure provident fund recognise expense statement profit loss reporting period transaction occur",None
"2678,postemployment benefit longterm service award provision respect postemployment benefit provide compensation accord labour law longterm service award recognise financial statement base calculation qualified actuary use project unit credit method",None
"2679,Group Company recognise gain loss remeasurement define benefit plan arise provision employee benefit statement profit loss comprehensive income expense relate provision employee benefit statement profit loss",None
"2680,termination benefit termination benefit recognise expense statement profit loss Group Company commit demonstrably realistic possibility withdrawal formal detailed plan terminate employment normal retirement date provide termination benefit result offer encourage voluntary redundancy Group Company offer voluntary redundancy probable offer",None
"2681,accept number acceptance estimate reliably",None
"2682,benefit payable month end reporting period discount present value",None
"2683,Shortterm employee benefit Shortterm employee benefit obligation measure undiscounted basis recognise expense statement profit loss related service provide",None
"2684,liability recognise expect pay shortterm cash bonus profit sharing plan Group Company present legal constructive obligation pay result past service provide employee obligation estimate reliably",None
"2685,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2686,year ended DECEMBER Sharebased payment Group measure expense Project reference fair value equity instrument grant grant date",None
"2687,expense Project recognise statement profit loss operation correspond increase reserve sharebased payment transaction shareholder equity period service condition fulfil",None
"2688,p provision provision recognise result past event Group Company present legal constructive obligation estimate reliably probable outflow economic benefit require settle obligation",None
"2689,provision determine discount expect future cash flow pretax rate reflect current market assessment time value money risk specific liability",None
"2690,unwinding discount recognise finance cost",None
"2691,q Recognition revenue expense Revenue recognition Revenue measure fair value standalone selling price performance obligation contract",None
"2692,revenue sale good recognise statement profit loss control pass buyer",None
"2693,revenue render service provide internet service recognise service transfer customer",None
"2694,revenue design contract installation internet network computer communication ICT recognise base percentage completion end reporting period period service provide",None
"2695,revenue contract multiple element allocate fair value standalone selling price performance obligation",None
"2696,case contract obligation perform point time overtime difference revenue recognition performance obligation beginning contract recognise contract asset contract liability recognise contract period",None
"2697,contract asset state net book value allowance terminate contract",None
"2698,allowance terminate contract assess primarily analysis payment history future expectation customer payment cancellation contract history",None
"2699,contract asset write contract cancel",None
"2700,cost obtain contract cost obtain contract commission pay acquire contract customer",None
"2701,record asset state net book value allowance impairment recognise expense systematically contract period accordance revenue recognition contract",None
"2702,case cost obtain contract amortisation period year Group Company recognise cost obtain contract expense incur",None
"2703,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2704,year ended DECEMBER rental income rental income rental equipment recognise statement profit loss straightline basis term lease",None
"2705,lease incentive grant recognise integral total rental income",None
"2706,interest income interest income recognise statement profit loss accrual basis",None
"2707,Expense Expense recognise statement profit loss accrual basis",None
"2708,r Finance cost finance cost comprise interest expense borrowing unwind discount provision contingent consideration fair value loss financial asset fair value statement profit loss impairment loss recognise financial asset trade receivable loss hedge instrument recognise statement profit loss",None
"2709,borrowing cost directly attributable acquisition construction production qualifying asset recognise statement profit loss use effective interest method",None
"2710,s tax expense tax expense year comprise current deferred tax",None
"2711,current deferred tax recognise statement profit loss extent relate business combination item recognise directly shareholder equity comprehensive income",None
"2712,current tax expect tax payable receivable taxable income loss year use tax rate enact tax adjustment item respect previous year",None
"2713,deferred tax recognise respect temporary difference carry asset liability financial reporting purpose use taxation purpose",None
"2714,deferred tax recognise follow temporary difference initial recognition goodwill initial recognition asset liability transaction business combination affect accounting taxable profit loss difference relate investment subsidiary extent probable reverse foreseeable future",None
"2715,measurement deferred tax reflect tax consequence follow manner Group Company expect end reporting period recover settle carrying asset liability",None
"2716,deferred tax measure tax rate expect apply temporary difference adjust use tax rate enact substantively enact end reporting period",None
"2717,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2718,year ENDED DECEMBER determine current deferred tax Group Company account impact uncertain tax position additional taxis interest",None
"2719,Group Company believe accrual tax liability adequate open tax year base assessment factor include interpretation tax law prior experience",None
"2720,assessment rely estimate assumption involve series judgement future event",None
"2721,new information available cause Group Company change judgement regard adequacy exist tax liability change tax liability impact tax expense reporting period determination",None
"2722,deferred tax asset liability offset legally enforceable right offset current tax liability asset relate income taxis levy tax authority taxable entity different tax entity intend settle current tax liability asset net basis tax asset liability realise simultaneously",None
"2723,deferred tax asset recognise extent probable future taxable profit available temporary difference utilise",None
"2724,deferred tax asset review end reporting period reduce extent long probable related tax benefit realise",None
"2725,t earning share Group Company present basic diluted earning share EPS datum ordinary share",None
"2726,Basic EPS calculate divide profit loss attributable ordinary shareholder Group Company weighted average number ordinary share outstanding year adjust share hold",None
"2727,dilute EPS determine adjust profit loss attributable ordinary shareholder weighted average number ordinary share outstanding adjust share hold effect dilutive potential ordinary share comprise convertible note share option grant employee",None
"2728,u Segment financial information Segment result report Groups chief operating decision maker include item directly attributable segment allocate reasonable basis",None
"2729,v Use management judgement preparation financial statement conformity Thai Financial Reporting Standards tfrs require Groups Companys management exercise judgment order determine accounting policy estimate assumption affect report asset liability disclosure contingent asset liability end reporting period report revenue expense year",None
"2730,estimate base management reasonable consideration current event actual result differ estimate",None
"2731,significant judgement apply accounting policy follow recognition cost asset depreciation method Recognition cost asset incur carrying property plant equipment intangible asset end management determine asset work condition intend use management",None
"2732,accounting policy regard depreciation method estimate useful life asset require management judgment review financial year",None
"2733,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2734,year ENDED DECEMBER Impairment Group shall assess asset balance statement financial position indication asset impaired",None
"2735,indication exist Group shall estimate recoverable asset",None
"2736,recognition deferred tax asset associate tax loss carryforward deferred tax asset recognise extent probable utilise future Company assess probable Company generate taxable income sufficient fully utilise tax loss exist",None
"2737,significant commercial dispute litigation require use management judgement provision estimation significant dispute litigation outcome litigation finalise",None
"2738,w Fair value measurement fair value price receive sell asset pay transfer liability orderly transaction market participant measurement date regardless price directly observable estimate use valuation technique",None
"2739,estimate fair value asset liability Group Company account characteristic asset liability market participant characteristic account price asset liability measurement date",None
"2740,fair value measurement andor disclosure purpose financial statement determine basis",None
"2741,addition fair value measurement categorise base degree input fair value measurement observable significance input fair value measurement entirely describe follow level input quote price unadjuste active market identical asset liability entity access measurement date",None
"2742,level input input quote price include observable asset liability directly indirectly",None
"2743,level input unobservable input asset liability",None
"2744,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2745,year ENDED DECEMBER",None
"2746,cash cash equivalent cash cash equivalent December follow Unit Million Baht Notes consolidated separate financial statement financial statement Cash hand Cash bank current account Cash bank saving account Cash bank fix account exceed month specifically designate bank deposit Total",None
"2747,currency denomination cash cash equivalent December follow Unit Million Baht Notes consolidated separate financial statement financial statement Thai Baht THB Dollar usd Euro EUR Total December effective interest rate Group Company cash cash equivalent annum respectively December",None
"2748,annum respectively",None
"2749,SPECIFICALLYDESIGNATED BANK deposit order comply Notification Bank Thailand applicable electronic cash card business subsidiary hold deposit bank subsidiary outstanding balance advance receive customer use purpose apart payment service provider consolidated financial statement December Baht million December",None
"2750,baht million",Social
"2751,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2752,year ENDED DECEMBER",None
"2753,trade current receivable Trade current receivable December follow Unit Million Baht Notes consolidated separate financial statement financial statement Trade receivable related party Trade receivables accrue income party Trade receivables accrue income total trade receivable Allowance expect credit",None
"2754,loss Trade receivable net current receivable Prepaid expense Account receivable cash card refill mobile valueadde tax receivable total current receivable total trade current receivable Reversal expect credit loss year end December note financial statement advanced",None
"2755,Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement year ended DECEMBER age",None
"2756,analysis trade receivable follow Unit Million Baht Consolidated separate financial statement financial statement relate party current overdue month overdue month overdue month overdue month party current overdue month overdue month overdue month overdue month",None
"2757,allowance expect credit loss Trade receivable net normal credit term grant Group Company range day day",None
"2758,follow table movement lifetime expect credit loss recognise trade receivable collectively assess accordance simplified approach set tfrs",None
"2759,Unit Million Baht Consolidated separate financial statement financial statement balance January Provisionreversal expect credit loss write Amounts recover balance December currency denomination trade receivables December follow Unit Million Baht Notes consolidated separate financial statement financial",None
"2760,statement Thai Baht THB Dollar usd Euro EUR japanese Yen JPY Total note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report",Governance
"2761,form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement year ended DECEMBER",None
"2762,contract asset contract asset December follow separate financial statement nil Unit Million Baht consolidated financial statement current asset sale device monthly service contract expect credit loss contract asset net termination contract asset year end December contract asset sale device monthly service contract customer",None
"2763,contract asset arise price allocation device sale recognise revenue point time Group transfer control device customer",None
"2764,contract asset decrease monthly service payment receive",None
"2765,monthly network service recognise revenue time percentage completion basis",None
"2766,contract asset respect contract terminate expect terminate end contract period reduce recognise loss terminate contract",None
"2767,follow table movement lifetime expect credit loss recognise contract asset accordance simplified approach set TFRS separate financial statement nil",None
"2768,Unit Million Baht consolidated financial statement balance January Reversal Provision expect credit loss balance December note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial",None
"2769,Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement year ended DECEMBER",None
"2770,inventory inventory December follow Unit Million Baht consolidated financial statement finish good spare mobile phone network maintenance obsolescence decline value inventory inventory net Group recognise expense respect allowance obsolescence decline value inventory year end December consolidated financial",None
"2771,statement baht million Baht million respectively separate financial statement nil",None
"2772,investment SUBSIDIARIES movement investment subsidiary year end December follow Unit Million Baht separate financial statement Subsidiaries Balance January dividend receive year share profit subsidiary account use equity method Share comprehensive gain subsidiary account use equity method Acquisition investment subsidiary",None
"2773,December Acquisition investment subsidiary AIS DC Venture Co Ltd June Board Directors Company pass resolution approve establishment AIS DC Venture Co Ltd new hold company",None
"2774,registered capital ordinary share par value Baht total Baht million",None
"2775,Company invest baht new subsidiary",None
"2776,subsidiary register receipt share subscription Department Business Development Ministry Commerce June",None
"2777,investment associate joint VENTURES movement investment associate consolidated financial statement year end December follow separate financial statement nil Unit Million Baht consolidated financial statement January Share profit associate account use equity method Acquisition investment associate December Acquisition investment associate year end December",None
"2778,AIS Digital Life Company Limited ADL invest follow associate Choco Card Enterprise Company Limited CHOCO total share equivalent total paidup share choco total Baht million July",None
"2779,October choco issue additional ordinary share par value Baht share",None
"2780,additional share subscribe shareholder ADL bring adls total interest",None
"2781,change adls right CHOCO CHOCO remain associate ADL",Social
"2782,Data Farm Co Ltd DTFARM total share equivalent total paidup share DTFARM totalling Baht million July",None
"2783,Swift Dynamics Company Limited SWD total share equivalent total paidup share SWD total Baht million July",None
"2784,note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement",None
"2785,year ENDED DECEMBER GSA Data Centre Co Ltd GSADC August AIS DC Venture Co Ltd AISDC subsidiary enter agreement Gulf Infrastructure Co Ltd ST Dynamo TH Pte Ltd invest GSA Data Centre Co Ltd GSADC",None
"2786,registered capital GSADC ordinary share par value Baht total Baht million",None
"2787,AISDC invest total gsadcs share AISDC partial payment Baht share baht million August remain payment Baht share baht million September",None
"2788,September GSADC issue additional ordinary share par value Baht total Baht million partial pay baht share",None
"2789,AISDC invest gsadcs additional share total Baht million September",None
"2790,December AISDC hold gsadcs share",None
"2791,movement investment joint venture consolidated financial statement separate financial statement year end December follow Unit Million Baht Consolidated separate financial statement financial statement January Acquisition investment joint venture dividend receive year Currency conversion Share loss joint venture account use equity method",None
"2792,Disposal investment December icandy Interactive Ltd iCandy quarter end March AIS Digital Life Company Limited ADL subsidiary hold interest Digital Games International Private Limited DGI company incorporate Singapore enter Share sale Agreement SPA swap holding dgi share icandy Interactive Ltd iCandy company incorporate Australia",None
"2793,result adls holding DGI reduce share represent interest issue share capital DGI hold iCandy share represent interest issue share capital iCandy",None
"2794,quarter end September ADL swap remain share DGI share iCandy",None
"2795,result December ADL share DGI hold interest iCandy",None
"2796,Groups investment iCandy recognise investment equity security measure fair value comprehensive income FVOCI",None
"2797,AISCB Co Ltd AISCB December Company enter Share sale Agreement SCB X Public Company Limited sell Companys investment share AISCB Co Ltd AISCB hold aiscb issue paidup share consideration Baht million",None
"2798,RIGHTOFUSE ASSETS Movement rightofuse asset year end December follow December Unit Million Baht consolidated financial statement balance Increase Decrease Balance January December Cost Land Buildings Spectrum Licenses Leaseholds Towers Equipment Telecom Office Buildings vehicle Total",None
"2799,accumulate depreciation Land Buildings Spectrum Licenses Leaseholds Towers Equipment Telecom Office Buildings vehicle total Rightofuse asset note financial statement Advanced Info Service Public Company Limited subsidiary year end",None
"2800,December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement year ended DECEMBER December Unit Million Baht consolidated financial statement Balance",None
"2801,increase Decrease Balance January December Cost Land Building Spectrum License Leasehold Tower Equipment Telecom Office Building Vehicle total accumulate depreciation Land Building Spectrum License Leasehold Tower Equipment Telecom",None
"2802,Office Building Vehicle Total Rightofuse asset Depreciation year end December Million Baht Million Baht note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability",None
"2803,performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement year ended DECEMBER December Unit Million Baht December Unit Million Baht separate financial statement balance Increase Decrease Balance January December",None
"2804,Cost Office Building Vehicle total accumulate depreciation Office Building Vehicle Total Rightofuse asset Depreciation year end December Million Baht Million Baht year end December Group receive reduction lease payment lessor impact covid outbreak Baht million company",None
"2805,nil year end December Baht million Baht million respectively",Social
"2806,Group Company reverse depreciation rightofuse asset interest lease liability recognise period proportion reduction difference recognise profit loss elect apply Thai Federation Accounting Professions TFAC practical expedient regard covid Related Rental Concessions",None
"2807,practical expedient expire June begin July Group Company account rental reduction lease modification",None
"2808,separate financial statement balance Increase Decrease Balance January December Cost Office Building Vehicle total accumulate depreciation Office Building Vehicle Total Rightofuse asset note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO message",None
"2809,company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement year ended DECEMBER",None
"2810,GOODWILL movement goodwill year end December follow Unit Million Baht consolidated financial statement cost January December Accumulated amortisation January December Allowance impairment Total",None
"2811,spectrum LICENSES Movements spectrum license consolidated financial statement year end December follow separate financial statement nil December Unit Million Baht consolidated financial statement balance Increase Balance January December Cost Spectrum license Total Accumulated Amortisation Spectrum license Total Spectrum license",None
