Sentence,Category
consideration transfer include fair value asset transfer liability incur Group Company previous owner acquiree equity interest issue Group company,None
consideration transfer include fair value contingent consideration share base payment award acquiree replace mandatorily business combination,None
business combination result termination preexist relationship Group Company acquiree low termination contain agreement value offmarket element deduct consideration transfer recognise expense,None
contingent liability acquiree assume business combination liability represent present obligation arise past event fair value measure reliably,None
Group Company measure noncontrolling interest NCI proportionate interest identifiable net asset acquiree,None
transaction cost Group Company incur connection business combination legal fee professional consulting fee expense incur,None
acquisition entity common control business combination entity business common control account use method similar pooling interest method accordance Guideline issue Federation Accounting Professions,None
Subsidiaries Subsidiaries entity control Group,None
Group control entity expose right variable return involvement entity ability affect return power entity,None
financial statement subsidiary include consolidated financial statement date control commence date control cease,None
loss control Group lose control subsidiary derecognise asset liability subsidiary related noncontrolling interest component equity,None
result gain loss recognise statement profit loss statement profit loss comprehensive income,None
interest retain subsidiary measure fair value control lose,None
interest equity account investee Groups interest equityaccounte investee comprise interest associate joint venture,None
Companys interest equityaccounte investee comprise interest subsidiary,None
associate entity Group significant influence control joint control financial operating policy,Governance
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER joint venture joint arrangement party joint control arrangement right net asset arrangement,None
investment joint venture account consolidated financial statement use equity method recognise initially cost,None
interest associate subsidiary joint venture account use equity method,None
recognise initially cost include transaction cost,None
subsequent initial recognition consolidated separate financial statement include Groups Companys share profit loss equityaccounte investee profit loss comprehensive income date significant influence joint control cease,None
transaction eliminate consolidation Intragroup balance transaction unrealised income expense arise intragroup transaction eliminate prepare consolidated financial statement,None
unrealise gain arise transaction equityaccounte investee eliminate investment extent Groups interest investee,None
unrealised loss eliminate way unrealise gain extent evidence impairment,None
b foreign currency foreign currency transaction Transactions foreign currency translate functional currency Thai Baht Group date transaction,None
monetary asset liability denominate foreign currency reporting date translate functional currency foreign exchange rate rule date,None
foreign exchange difference arise translation recognise statement profit loss,None
nonmonetary asset liability measure cost foreign currency translate functional currency use foreign exchange rate rule date transaction,None
c financial instrument financial asset financial liability recognise Group Company consolidated statement financial position separate statement financial position Group Company party contractual provision instrument,None
financial asset financial liability initially measure fair value,None
transaction cost directly attributable acquisition issuance financial asset financial liability financial asset financial liability fair value profit loss add deduct fair value financial asset financial liability appropriate initial recognition,None
transaction cost directly attributable acquisition financial asset financial liability fair value profit loss recognise immediately profit loss,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ended DECEMBER financial asset recognise financial asset measure subsequently entirely amortised cost fair value depend classification financial asset,None
classification financial asset Debt instrument meet follow condition measure subsequently amortised cost financial asset hold business model objective hold financial asset order collect contractual cash flow contractual term financial asset rise specify date cash flow solely payment principal interest principal outstanding,None
default financial asset measure subsequently fair value profit loss FVTPL,None
despite forego Group Company follow irrevocable electiondesignation initial recognition financial asset Group Company irrevocably elect present subsequent change fair value equity investment comprehensive income certain criterion meet Group Company irrevocably designate debt investment meet amortised cost fvtoci criterion measure FVTPL eliminate,None
significantly reduce accounting mismatch,None
amortised cost effective interest method effective interest method method calculate amortised cost debt instrument allocate interest income relevant period,None
interest income recognise profit loss include finance income line item,None
Equity instrument classify FVTOCI initial recognition Group Company irrevocable election instrumentbyinstrument basis designate investment equity instrument FVTOCI,None
designation FVTOCI permit equity investment hold trading contingent consideration recognise acquirer business combination,None
investment equity instrument FVTOCI initially measure fair value plus transaction cost,None
subsequently measure fair value gain loss arise change fair value recognise comprehensive income accumulate investment revaluation reserve,None
cumulative gain loss classify profit loss disposal equity investment instead transfer retain earning,None
Group Company designate investment equity instrument hold trading FVTOCI initial application tfrs,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ended DECEMBER financial asset FVTPL financial asset meet criterion measure amortised cost FVTOCI measure FVTPL,None
financial asset FVTPL measure fair value end reporting period fair value gain loss recognise profit loss extent designate hedging relationship hedge accounting policy,None
net gain loss recognise profit loss include gain loss fair value measurement derivative asset line item,None
fair value determine manner describe Note w,None
impairment financial asset Group Company recognise loss allowance expect credit loss trade receivable contract asset,None
expect credit loss update reporting period date reflect change credit risk initial recognition respective financial instrument,None
Group Company recognise lifetime ECL trade receivable contract asset,None
expected credit loss financial asset estimate use provision matrix base Group Companys historical credit loss experience adjust factor specific debtor general economic condition assessment current forecast direction condition reporting date include time value money appropriate,None
Lifetime ECL represent expect credit loss result possible default event expect life financial instrument,None
contrast month ECL represent portion lifetime ECL expect result default event financial instrument possible month reporting date,None
Writeoff policy Group Company writeoff financial asset information indicate debtor severe financial difficulty realistic prospect recovery,None
financial asset writtenoff subject enforcement activity recovery procedure account legal advice appropriate,Governance
recovery recognise profit loss,None
Measurement recognition expect credit loss measurement expect credit loss function probability default loss default exposure default,None
assessment probability default loss default base historical datum adjust forwardlooke information,None
exposure default financial asset represent asset gross carrying reporting date,None
Group Company measure loss allowance financial instrument equal lifetime ECL previous reporting period determine current reporting date condition lifetime ECL long meet Group Company measure loss allowance equal month ECL current reporting date asset simplify approach use,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ended DECEMBER financial liability financial liability measure subsequently amortised cost use effective interest method FVTPL,None
financial liability designate FVTPL initial recognition designation eliminate significantly reduce measurement recognition inconsistency arise financial liability manage performance evaluate fair value basis accordance Groups Companys document risk management investment strategy information grouping provide internally basis,None
financial liability measure subsequently amortised cost,None
effective interest method method calculate amortised cost financial liability allocate interest expense relevant period,None
effective interest rate rate exactly discount estimate future cash payment include fee point pay receive form integral effective interest rate transaction cost premium discount expected life financial liability appropriate short period amortised cost financial liability,None
derivative financial instrument Group Company enter variety derivative financial instrument manage exposure interest rate foreign exchange rate risk include foreign exchange forward contract interest rate swap,None
derivative recognise initially fair value date derivative contract enter subsequently remeasure fair value reporting date,None
result gain loss recognise profit loss immediately derivative designate effective hedge instrument event timing recognition profit loss depend nature hedge relationship,None
derivative positive fair value recognise financial asset derivative negative fair value recognise financial liability,None
derivative offset financial statement,None
derivative present noncurrent asset noncurrent liability remain maturity instrument month expect realise settle month,None
derivative present current asset current liability,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ended DECEMBER Hedge accounting Group designate certain derivative hedge instrument respect interest rate risk cash flow hedge,None
inception hedge relationship Group document relationship hedge instrument hedge item risk management objective strategy undertake hedge transaction,None
furthermore inception hedge ongoing basis Group document hedge instrument effective offset change fair value cash flow hedge item attributable hedge risk hedge relationship meet follow hedge effectiveness requirement economic relationship hedge item hedge instrument effect credit risk dominate value change result,None
economic relationship hedge ratio hedge relationship result quantity hedge item Group actually hedge quantity hedge instrument Group actually use hedge quantity hedge item,None
interest rate benchmark reform basis determine contractual cash flow financial asset financial liability measure amortised cost change result interest rate benchmark reform IBOR reform Group update effective interest rate financial asset financial liability reflect change require IBOR reform,None
additional change Group apply policy account modification change,None
hedge directly affect IBOR reform basis determine contractual cash flow hedge item hedge instrument change result IBOR reform long uncertainty arise cash flow hedge item hedge instrument Group amend hedge documentation hedge relationship reflect change require IBOR reform,None
purpose hedge designation amend follow change designate alternative benchmark rate hedge risk update description hedge item include description designate portion cash flow fair value hedge Group amend formal hedge documentation end reporting period change require IBOR reform hedge risk hedge item hedge instrument,None
amendment formal hedge documentation constitute discontinuation hedge relationship designation new hedging relationship,None
change addition change require IBOR reform Group consider additional change result discontinuation hedge accounting relationship,None
additional change result discontinuation hedge accounting relationship Group amend formal hedge documentation change require IBOR reform mention,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER interest rate benchmark hedge future cash flow base change require IBOR reform purpose determine hedge future cash flow expect occur Group deem hedging reserve recognise OCI hedge relationship base alternative benchmark rate hedge future cash flow base,None
cash flow hedge effective portion change fair value derivative qualify hedge instrument designate qualified cash flow hedge recognise comprehensive income,None
Group designate change fair value spot element interest rate swap hedge instrument cash flow hedge relationship,None
change fair value forward element interest rate swap recognise cash flow hedging reserve equity,None
hedged forecast transaction accumulate cash flow hedging reserve reclassify profit loss period period hedge expect future cash flow affect profit loss,None
hedge long meet criterion hedge accounting hedge instrument sell expire terminate exercise hedge accounting discontinue prospectively,None
hedge account cash flow hedge discontinue accumulate cash flow hedging reserve remain equity hedge transaction result recognition nonfinancial item include nonfinancial item cost initial recognition cash flow hedge reclassify profit loss period period hedge expect future cash flow affect profit loss,None
hedge future cash flow long expect occur accumulate cash flow hedging reserve immediately reclassify profit loss,None
d cash cash equivalent Cash cash equivalent comprise cash cash bank type current account save account fix account exceed month exclude cash bank use collateral highly liquid shortterm investment original maturity month,None
e Trade current receivable Trade current receivable state cost allowance expect credit loss,None
allowance expect credit loss disclose Note,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER f Inventories Inventories comprise mobile phone sim card spare use repair service,None
inventory state low cost net realisable value,None
cost inventory calculate use weighted average method,None
cost comprise cost purchase cost conversion cost incur bring inventory present location condition,None
net realisable value estimate selling price ordinary course business estimate cost complete sale,None
allowance obsolescence decline value deteriorate change obsolete slowmoving inventory,None
g Investments Investments subsidiary associate joint venture Investments subsidiary separate financial statement Company investment associate joint venture consolidated separate financial statement account use equity method,None
investment fix deposit bank fix deposit bank classify current investment maturity month exceed year,None
h property plant equipment Recognition measurement asset Property state cost allowance impairment,None
plant equipment state cost accumulate depreciation allowance impairment loss,None
cost include expenditure directly attributable acquisition asset,None
cost selfconstructe asset include cost material direct labour cost directly attributable bring asset work condition intend use cost dismantle remove item restore site locate capitalise borrowing cost,None
purchase software integral functionality relate equipment capitalise equipment,None
item property plant equipment different useful life account separate item major component property plant equipment,None
gain loss disposal item property plant equipment determine compare proceed disposal carrying property plant equipment recognise net statement profit loss,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER Subsequent cost cost replace item property plant equipment recognise carrying item probable future economic benefit embody flow Group Company cost measure reliably,None
carrying replace derecognise,None
cost daytoday servicing property plant equipment recognise statement profit loss incur,None
Depreciation Depreciation calculate base depreciable cost plant equipment substitute cost residual value,None
depreciation recognise statement profit loss straightline basis estimate useful life component item property plant equipment,None
estimate useful life follow Buildings building improvement year leasehold building improvement year computer tool equipment year furniture fixture office equipment year vehicle year Group Company depreciation provide freehold land asset construction installation,None
depreciation method useful life residual value review financial yearend adjust appropriate,None
rightofuse asset Lease liability Group Company lessee Group Company assess contract contain lease inception contract,None
Group Company recognise rightofuse asset corresponding lease liability respect lease arrangement lease shortterm lease define lease lease term month lease low value asset,None
lease Group Company recognise lease payment operate expense straightline basis term lease systematic basis representative time pattern economic benefit lease asset consume,None
lease liability initially measure present value lease payment pay commencement date discount use rate implicit lease,None
rate readily determine Group Company use incremental borrowing rate,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ended DECEMBER Lease payment include measurement lease liability comprise fix lease payment include insubstance fix payment lease incentive receivable variable lease payment depend index rate initially measure use index rate commencement date expect payable lease residual value guarantee exercise price purchase option lease reasonably certain exercise,None
option payment penalty terminate lease lease term reflect exercise option terminate lease,None
lease liability present separate line consolidated statement financial position separate statement financial position,None
lease liability subsequently measure increase carrying reflect interest lease liability use effective interest method reduce carrying reflect lease payment,None
Group Company remeasure lease liability corresponding adjustment relate rightofuse asset lease term change significant event change circumstance result change assessment exercise purchase option case lease liability remeasure discount revise lease payment use revise discount rate,None
lease payment change change index rate change expect payment guarantee residual value case lease liability remeasure discount revise lease payment use unchanged discount rate lease payment change change yield interest rate case revise discount rate use,None
lease contract modify lease modification account separate lease case lease liability remeasure base lease term modify lease discount revise lease payment use revise discount rate effective date modification,None
rightofuse asset comprise initial measurement corresponding lease liability lease payment commencement day lease incentive receive initial direct cost,None
subsequently measure cost accumulate depreciation impairment loss,None
Group Company incur obligation cost dismantle remove lease asset restore site locate restore underlie asset condition require term condition lease provision recognise measure TAS,None
extent cost relate rightofuse asset cost include relate rightofuse asset cost incur produce inventory,None
rightofuse asset depreciate short period lease term useful life underlying asset,None
lease transfer ownership underlie asset cost rightofuse asset reflect Group Company expect exercise purchase option relate rightofuse depreciate useful life underlying asset,None
depreciation start commencement date lease,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ended DECEMBER Depreciation rightofuse asset calculate reference cost straightline basis short lease term follow Land Buildings year Spectrum Licenses year Leasehold tower year Equipment Telecom year Office Buildings year vehicle year rightofuse asset present separate line consolidated statement financial position separate statement financial position,None
Group Company apply TAS determine rightofuse asset impaired account identify impairment loss describe Property Plant Equipment policy,None
variable rent depend index rate include measurement lease liability rightofuse asset,None
related payment recognise expense period event condition trigger payment occur include line expense profit loss,None
practical expedient tfrs permit lessee separate nonlease component instead account lease associate nonlease component single arrangement,None
Group Company use practical expedient,None
Group lessor Group enter lease agreement lessor respect space equipment,None
lease Group lessor classify finance operating lease,None
term lease transfer substantially risk reward ownership lessee contract classify finance lease,None
lease classify operating lease,None
Group intermediate lessor account head lease sublease separate contract,None
sublease classify finance lease operating lease reference rightofuse asset arise head lease,None
rental income operate lease recognise straightline basis term relevant lease,None
initial direct cost incur negotiate arrange operating lease add carrying lease asset recognise straightline basis lease term,None
lessee finance lease recognise receivable Groups net investment lease,None
finance lease income allocate accounting period reflect constant periodic rate return Group net investment outstanding respect lease,None
contract include lease nonlease component Group apply tfrs allocate consideration contract component,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER j intangible asset arise acquisition subsidiary include intangible asset,None
measurement goodwill initial recognition describe Note,None
subsequent initial recognition goodwill measure cost impairment loss,None
respect equityaccounte investee carrying goodwill include carrying investment impairment loss investment allocate asset include goodwill form carrying,None
spectrum license spectrum license represent value measure cash equivalent price base present value installment,None
difference total payment cash equivalent price recognise finance cost license fee payment period cost amortise start date license effective,None
intangible asset intangible asset consist customer relationship customer contract fibre optic license software license acquire Group Company finite useful life measure cost accumulate amortisation impairment loss,None
subsequent expenditure Subsequent expenditure capitalise increase future economic benefit embody specific asset relate,None
expenditure include expenditure internally generate goodwill brand recognise statement profit loss,None
Amortisation Amortisation base cost asset substitute cost residual value,None
amortisation recognise statement profit loss straightline basis estimate useful life intangible asset goodwill date available use closely reflect expect pattern consumption future economic benefit embody asset,None
estimate useful life follow Spectrum license license period Customer relationship year customer contract year fibre optic license remain agreement period license year Group Company amortisation provide asset installation,None
amortisation method useful life residual value review financial yearend adjust appropriate,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER k asset deferred charge deferred charge represent international circuit cost motion picture production state cost accumulate amortisation impairment loss,None
Amortisation Amortisation base cost asset substitute cost residual value,None
amortisation recognise statement profit loss straightline basis estimate useful life intangible asset goodwill date available use closely reflect expect pattern consumption future economic benefit embody asset,None
estimate useful life follow international circuit agreement period Cost motion picture production agreement period l carrying asset review end reporting period determine indication impairment,None
indication exist asset recoverable estimate,None
goodwill intangible asset indefinite useful life available use recoverable estimate year time,None
impairment loss recognise carrying asset cashgenerating unit exceed recoverable,None
impairment loss recognise statement profit loss,None
calculation recoverable recoverable nonfinancial asset great asset value use fair value cost sell,None
assess value use estimate future cash flow discount present value use pretax discount rate reflect current market assessment time value money risk specific asset,None
asset generate cash inflow largely independent asset recoverable determine cashgenerate unit asset belong,None
reversal impairment impairment loss respect goodwill reverse,None
impairment loss respect financial asset reverse subsequent increase recoverable relate objectively event occur impairment loss recognise statement profit loss,None
impairment loss recognise prior period respect nonfinancial asset assess end reporting period indication loss decrease long exist,None
impairment loss reverse change estimate use determine recoverable,None
impairment loss reverse extent asset carry exceed carrying determine net depreciation amortisation impairment loss recognise,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER m interestbeare liability interestbeare liability recognise initially fair value attributable transaction charge,None
subsequent initial recognition interestbeare liability state amortised cost difference cost redemption value recognise statement profit loss period borrowing effective interest basis,None
n Trade current payable Trade current payable state cost,None
o employee benefit Provident fund Group Company provident fund define contribution plan,None
fund asset provident fund separate Groups Companys asset manage license fund manager,None
provident fund receive cash contribution employee related Group company,None
contribution expenditure provident fund recognise expense statement profit loss reporting period transaction occur,None
postemployment benefit longterm service award provision respect postemployment benefit provide compensation accord labour law longterm service award recognise financial statement base calculation qualified actuary use project unit credit method,None
Group Company recognise gain loss remeasurement define benefit plan arise provision employee benefit statement profit loss comprehensive income expense relate provision employee benefit statement profit loss,None
termination benefit termination benefit recognise expense statement profit loss Group Company commit demonstrably realistic possibility withdrawal formal detailed plan terminate employment normal retirement date provide termination benefit result offer encourage voluntary redundancy Group Company offer voluntary redundancy probable offer,None
accept number acceptance estimate reliably,None
benefit payable month end reporting period discount present value,None
Shortterm employee benefit Shortterm employee benefit obligation measure undiscounted basis recognise expense statement profit loss related service provide,None
liability recognise expect pay shortterm cash bonus profit sharing plan Group Company present legal constructive obligation pay result past service provide employee obligation estimate reliably,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ended DECEMBER Sharebased payment Group measure expense Project reference fair value equity instrument grant grant date,None
expense Project recognise statement profit loss operation correspond increase reserve sharebased payment transaction shareholder equity period service condition fulfil,None
p provision provision recognise result past event Group Company present legal constructive obligation estimate reliably probable outflow economic benefit require settle obligation,None
provision determine discount expect future cash flow pretax rate reflect current market assessment time value money risk specific liability,None
unwinding discount recognise finance cost,None
q Recognition revenue expense Revenue recognition Revenue measure fair value standalone selling price performance obligation contract,None
revenue sale good recognise statement profit loss control pass buyer,None
revenue render service provide internet service recognise service transfer customer,None
revenue design contract installation internet network computer communication ICT recognise base percentage completion end reporting period period service provide,None
revenue contract multiple element allocate fair value standalone selling price performance obligation,None
case contract obligation perform point time overtime difference revenue recognition performance obligation beginning contract recognise contract asset contract liability recognise contract period,None
contract asset state net book value allowance terminate contract,None
allowance terminate contract assess primarily analysis payment history future expectation customer payment cancellation contract history,None
contract asset write contract cancel,None
cost obtain contract cost obtain contract commission pay acquire contract customer,None
record asset state net book value allowance impairment recognise expense systematically contract period accordance revenue recognition contract,None
case cost obtain contract amortisation period year Group Company recognise cost obtain contract expense incur,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ended DECEMBER rental income rental income rental equipment recognise statement profit loss straightline basis term lease,None
lease incentive grant recognise integral total rental income,None
interest income interest income recognise statement profit loss accrual basis,None
Expense Expense recognise statement profit loss accrual basis,None
r Finance cost finance cost comprise interest expense borrowing unwind discount provision contingent consideration fair value loss financial asset fair value statement profit loss impairment loss recognise financial asset trade receivable loss hedge instrument recognise statement profit loss,None
borrowing cost directly attributable acquisition construction production qualifying asset recognise statement profit loss use effective interest method,None
s tax expense tax expense year comprise current deferred tax,None
current deferred tax recognise statement profit loss extent relate business combination item recognise directly shareholder equity comprehensive income,None
current tax expect tax payable receivable taxable income loss year use tax rate enact tax adjustment item respect previous year,None
deferred tax recognise respect temporary difference carry asset liability financial reporting purpose use taxation purpose,None
deferred tax recognise follow temporary difference initial recognition goodwill initial recognition asset liability transaction business combination affect accounting taxable profit loss difference relate investment subsidiary extent probable reverse foreseeable future,None
measurement deferred tax reflect tax consequence follow manner Group Company expect end reporting period recover settle carrying asset liability,None
deferred tax measure tax rate expect apply temporary difference adjust use tax rate enact substantively enact end reporting period,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER determine current deferred tax Group Company account impact uncertain tax position additional taxis interest,None
Group Company believe accrual tax liability adequate open tax year base assessment factor include interpretation tax law prior experience,None
assessment rely estimate assumption involve series judgement future event,None
new information available cause Group Company change judgement regard adequacy exist tax liability change tax liability impact tax expense reporting period determination,None
deferred tax asset liability offset legally enforceable right offset current tax liability asset relate income taxis levy tax authority taxable entity different tax entity intend settle current tax liability asset net basis tax asset liability realise simultaneously,None
deferred tax asset recognise extent probable future taxable profit available temporary difference utilise,None
deferred tax asset review end reporting period reduce extent long probable related tax benefit realise,None
t earning share Group Company present basic diluted earning share EPS datum ordinary share,None
Basic EPS calculate divide profit loss attributable ordinary shareholder Group Company weighted average number ordinary share outstanding year adjust share hold,None
dilute EPS determine adjust profit loss attributable ordinary shareholder weighted average number ordinary share outstanding adjust share hold effect dilutive potential ordinary share comprise convertible note share option grant employee,None
u Segment financial information Segment result report Groups chief operating decision maker include item directly attributable segment allocate reasonable basis,None
v Use management judgement preparation financial statement conformity Thai Financial Reporting Standards tfrs require Groups Companys management exercise judgment order determine accounting policy estimate assumption affect report asset liability disclosure contingent asset liability end reporting period report revenue expense year,None
estimate base management reasonable consideration current event actual result differ estimate,None
significant judgement apply accounting policy follow recognition cost asset depreciation method Recognition cost asset incur carrying property plant equipment intangible asset end management determine asset work condition intend use management,None
accounting policy regard depreciation method estimate useful life asset require management judgment review financial year,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER Impairment Group shall assess asset balance statement financial position indication asset impaired,None
indication exist Group shall estimate recoverable asset,None
recognition deferred tax asset associate tax loss carryforward deferred tax asset recognise extent probable utilise future Company assess probable Company generate taxable income sufficient fully utilise tax loss exist,None
significant commercial dispute litigation require use management judgement provision estimation significant dispute litigation outcome litigation finalise,None
w Fair value measurement fair value price receive sell asset pay transfer liability orderly transaction market participant measurement date regardless price directly observable estimate use valuation technique,None
estimate fair value asset liability Group Company account characteristic asset liability market participant characteristic account price asset liability measurement date,None
fair value measurement andor disclosure purpose financial statement determine basis,None
addition fair value measurement categorise base degree input fair value measurement observable significance input fair value measurement entirely describe follow level input quote price unadjuste active market identical asset liability entity access measurement date,None
level input input quote price include observable asset liability directly indirectly,None
level input unobservable input asset liability,None
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER,None
cash cash equivalent cash cash equivalent December follow Unit Million Baht Notes consolidated separate financial statement financial statement Cash hand Cash bank current account Cash bank saving account Cash bank fix account exceed month specifically designate bank deposit Total,None
currency denomination cash cash equivalent December follow Unit Million Baht Notes consolidated separate financial statement financial statement Thai Baht THB Dollar usd Euro EUR Total December effective interest rate Group Company cash cash equivalent annum respectively December,None
annum respectively,None
SPECIFICALLYDESIGNATED BANK deposit order comply Notification Bank Thailand applicable electronic cash card business subsidiary hold deposit bank subsidiary outstanding balance advance receive customer use purpose apart payment service provider consolidated financial statement December Baht million December,None
baht million,Social
note financial statement Advanced Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement,None
year ENDED DECEMBER,None
trade current receivable Trade current receivable December follow Unit Million Baht Notes consolidated separate financial statement financial statement Trade receivable related party Trade receivables accrue income party Trade receivables accrue income total trade receivable Allowance expect credit,None
loss Trade receivable net current receivable Prepaid expense Account receivable cash card refill mobile valueadde tax receivable total current receivable total trade current receivable Reversal expect credit loss year end December note financial statement advanced,None
Info Service Public Company Limited subsidiary year end December Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Annual Report form Report l Advanced Info Service Public Company Limited ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED subsidiary note FINANCIAL statement year ended DECEMBER age,None
